Stock No,TICKER,CUSIP,Avg CashFlow,Avg Lev Ratio (BV),Avg Lev Ratio (MV),Avg Earnings
512,KWR,747316107,305.6,0.2,0.2,25.4
513,QSII,747582104,-473.3,0,0,28.9
514,ASYS,32332504,146.1,0,0,-1.8
515,QTM,747906501,-1926.4,0.9,0.7,-48.1
516,RCMT,749360400,-91.4,0.1,0.1,-3
517,RES,749660106,278.5,0.1,0,90.8
518,USLM,911922102,158.9,0.6,0.6,11
519,RAVN,754212108,101.6,0,0,26.1
520,RTN,755111507,1712.5,0.3,0.3,1235.4
521,IHT,457919108,3.6,2.8,4.1,-1.2
522,RGS,758932107,185.7,0.4,0.4,22.7
523,RTMAF,759404205,374.1,0.1,0,48.4
524,RLBY,759903107,-84.3,-0.1,0,-1.6
525,AN,05329W102,136.9,0.2,0.4,247.8
526,RELL,763165107,33,0.4,0.5,5.6
527,DSVTF,255371205,-15.6,0.2,1.1,-3
528,RSKIA,767720204,17.8,0,0,2.4
529,RAD,767754104,2302.3,2.7,3.9,-226.6
530,ROK,773903109,9199.4,0.2,0.1,594.1
531,RCI,775109200,-17382.2,1.2,0.7,813.2
532,ROG,775133101,1832.5,0.1,0,28.3
533,ROL,775711104,109,0,0,79.3
534,ROST,778296103,-815.1,0,0,446.1
535,RDC,G7665A101,987.6,0.3,0.4,217.5
536,RGLD,780287108,5936.2,0.1,0,31.6
537,R,783549108,680.6,0.7,1.2,174.9
538,PGNT,69912T108,3.1,0.1,0.1,0.5
539,SJW,784305104,137.3,0.4,0.5,23.3
540,PVCT,74373P108,126.2,0,0,-11.3
541,SFE,786449207,-3107.7,0.4,0.5,-61.7
542,SLB,806857108,-19889.8,0.3,0.1,3075.1
543,SCHL,807066105,185.6,0.3,0.3,63.6
544,SHLM,808194104,-378.9,0.2,0.3,29.6
545,LTTC,518414107,-11.2,-2.6,0.5,-2.4
546,SCND,808757108,-0.4,0,0,0.2
547,SLGD,810202101,36.1,0.2,1,-0.4
548,SEB,811543107,1166,0.2,0.3,185.3
549,APPS,25400W102,17.1,-1.1,3.6,-22.6
550,LPTC,52186M108,-36.8,-0.5,1.1,-1
551,SEE,81211K100,-12.2,0.7,0.6,96.8
552,IIN,46121H109,39.8,0.2,0.3,-1.8
553,SMTC,816850101,-1608.4,0.3,0.1,28.1
554,SCI,817565104,2900.5,0.3,1.3,-37.7
555,SVT,817732100,16.3,0.3,0.4,1.2
556,SAWLF,820439107,732.1,0.1,0.1,84.3
557,SHEN,82312B106,4172.5,0.4,0.3,19.5
558,SHW,824348106,827.9,0.2,0.1,494.2
559,SIF,826546103,-63.1,0.1,0.3,2.1
560,MUX,58039P107,154.9,0,0,-56.7
561,PVSP,715709200,-34.4,0.1,7.1,-2.2
562,SKY,830830105,79.7,0,0,-4.3
563,AOS,831865209,1297.9,0.2,0.3,112.1
564,SJM,832696405,-4048.1,0.3,0.2,294.5
565,SNA,833034101,754.4,0.3,0.2,199.9
566,SODI,834256208,21.4,0,0,0.7
567,SON,835495102,618,0.4,0.3,180
568,PES,723664108,39.9,0.4,0.7,-7.5
569,AWR,29899101,-30.7,0.4,0.5,33.5
570,LUV,844741108,-2768.8,0.2,0.2,575.5
571,T,00206R102,-64726.7,0.3,0.3,9609.2
572,SPAR,846819100,169.3,0.1,0.2,6.8
573,SPA,847235108,-295.8,0.1,0.1,2.3
574,STAA,852312305,8.5,0,0,-9.8
575,SMP,853666105,-124.1,0.2,0.4,13.5
576,SXI,854231107,554.9,0.3,0.3,25.8
577,SWK,854502101,2358.1,0.3,0.3,396.1
578,SCX,855668109,112.1,0,0.1,2.3
579,SCL,858586100,1154,0.3,0.4,39
580,SYK,863667101,38683.8,0.2,0,834.7
581,RGR,864159108,191.1,0,0,29.1
582,SVU,868536301,-5652.7,0.8,1.8,-217.5
583,SUP,868168105,-570.6,0,0,25.7
584,SGC,868358102,53,0.1,0.1,4.8
585,SBOW,82836G102,-318,0.6,6,-101.7
586,SYNL,871565107,-132.1,0.2,0.3,2
587,SYY,871829107,18720.5,0.3,0.1,903.3
588,TSRI,872885207,10.1,0,0,1.1
589,TAYD,877163105,27.6,0,0.1,1.3
590,TISI,878155100,251.9,0.4,0.2,16
591,TCCO,878409101,1.6,0,0,0.1
592,SSY,86737U102,-7.1,0.4,1.5,0.2
593,TECK,878742204,1926.7,0.3,0.6,867.8
594,ATI,01741R102,3203.7,0.3,0.4,140
595,TFX,879369106,1492,0.3,0.3,139.4
596,TDS,879433829,6210.9,0.4,0.7,205.4
597,TNC,880345103,278.8,0.1,0,23.6
598,TEN,880349105,1762.5,0.7,4,26.5
599,TER,880770102,2616.6,0.1,0.1,47.7
600,ANDV,03349M105,20600.6,0.4,1.1,407.2
601,TXN,882508104,-20062.5,0.1,0,2092.2
602,TPL,882610108,73.6,0,0,15.5
603,TMO,883556102,21937.3,0.3,0.2,782.4
604,THO,885160101,2512.2,0,0,106.1
605,TDW,88642R109,2866.2,0.2,0.7,145
606,SIX,83001A102,-2375.4,1.5,16.6,-29.7
607,TKR,887389104,-289.6,0.2,0.2,164.9
608,TOFB,88906B105,-5.8,0,0,0.3
609,TR,890516107,229.4,0,0,60.2
610,TTC,891092108,109,0.3,0.2,109.6
611,TTLO,891305104,15.1,0.6,0.5,0.3
612,TSS,891906109,13715.7,0.2,0.1,208.9
613,TNLX,893247304,-22.3,1,9,-2.7
614,TRP,89353D107,109131.2,0.9,0.8,1067.9
615,TRNS,893529107,41.5,0.3,0.4,1.4
616,TMED,896259306,-29.7,0,0.1,-1
617,TRN,896522109,1795.6,0.5,0.7,182.8
618,TRT,896712205,12.7,0.1,0.3,0.2
619,TWIN,901476101,83,0.1,0.3,9.9
620,TYL,902252105,-339,0,0,21.9
621,BTGI,120458203,41.6,-0.5,1.4,-2.3
622,TSN,902494103,-8456.2,0.4,0.6,395.6
623,UAL,910047109,-12093.8,0.4,4.4,-269.9
624,USG,903293405,-4768.8,0.7,0.7,-120.9
625,UNAM,904607108,32.6,0,0,2.2
626,UFI,904677200,187.6,0.4,0.9,-15.6
627,UNF,904708104,1671.8,0.2,0.2,62.7
628,UNP,907818108,-15887.5,0.3,0.3,2401
629,UNT,909218109,-753,0.1,0.2,49
630,UG,910571108,-25,0,0,3.4
631,UPS,911312106,15206.2,0.3,0.1,3043.9
632,UAMY,911549103,-4.5,1.4,0.1,-0.4
633,ESND,296689102,-1059.8,0.3,0.3,90
634,S,85207U105,76868.8,0.5,1.2,-2923.9
635,SGMS,80874P109,-2031.4,0.7,2.2,-98
636,SXT,81725T100,-551.1,0.4,0.3,86.4
637,UVV,913456109,1251.9,0.3,0.5,109.6
638,UUU,913821302,9.1,0,0,0.6
639,UHS,913903100,-885.5,0.5,0.4,292.3
640,CTTC,13126R102,-4.7,0,0,-2.4
641,UTMD,917488108,159.9,0.1,0.1,9
642,VFC,918204108,-1192.8,0.2,0.1,615.4
643,VSEC,918284100,-316.2,0.2,0.3,13.4
644,VMI,920253101,361.4,0.4,0.3,105
645,VAR,92220P105,4295.5,0.1,0,264.3
646,VECO,922417100,1236,0.3,0.2,5.4
647,VII,925811101,6.1,0,0.1,-1.5
648,VLGEA,927107409,136,0.2,0.3,18.5
649,VIRC,927651109,-43.4,0.2,0.2,-2.6
650,VSH,928298108,1789.9,0.2,0.3,-6.6
651,VISI,928703107,-229.2,0.1,0.1,-0.1
652,VMC,929160109,508.5,0.3,0.2,166.2
653,WDFC,929236107,234.8,0.3,0.1,30.8
654,WJXFF,930783105,-169.7,0.3,0.7,34.5
655,WMT,931142103,-63825,0.3,0.2,12467.1
656,WBA,931427108,33721.2,0.1,0.1,1891
657,GHC,384637104,4111.8,0.1,0.1,261.7
658,WSCI,92932Q102,20.8,0.5,0.6,0.5
659,WSO,942622200,-883.5,0.1,0.1,75.2
660,WMK,948849104,167.3,0,0,61.7
661,AGNU,00108M102,-1.1,0.3,0.3,-0.6
662,GBR,643611106,-20.2,1.1,3.7,-1
663,WST,955306105,931.2,0.4,0.3,60.3
664,WDC,958102105,96899.3,0.1,0.1,649.2
665,WLB,960878106,328.4,0.6,2,-30.4
666,WNGRF,961148509,3131.2,0.5,0.7,570.1
667,WEYS,962149100,-117.6,0,0,16.7
668,WY,962166104,-17325,0.6,0.6,508.9
669,WHR,963320106,2406.2,0.2,0.3,420.3
670,JW.A,968223206,314.6,0.3,0.2,126.1
671,WMB,969457100,-49678.8,0.6,1.3,274.3
672,WSM,969904101,-1151.8,0,0,182.7
673,WGO,974637100,459.6,0,0,32.9
674,WWW,978097103,1125.6,0.2,0.1,80.9
675,WWD,980745103,-630.8,0.3,0.2,94
676,FL,344849104,4925,0.1,0.1,210.8
677,WOR,981811102,1642,0.2,0.2,89.1
678,XRX,984121608,-6240,0.8,1.3,579.5
679,KEG,49309J103,1582.5,0.7,1.4,-45.7
680,YRCW,984249607,1058,0.7,5.4,-151.3
681,YORW,987184108,-10.4,0.4,0.4,7.2
682,HRG,40434J100,6933.7,0.2,1.1,-34.1
683,TJX,872540109,6709,0.2,0.1,1163.1
684,OSK,688239201,-1102.5,0.3,0.5,132.1
685,MCCHF,579903105,4.9,0,0.1,-0.5
686,ECA,292505104,1748.8,0.4,0.4,1723.7
687,SRSCQ,81234D109,699.4,0.1,0.2,163.8
688,LCII,50189K103,-235.7,0.2,0.2,25.9
689,CASM,124769209,28.3,0.3,0.2,-2.5
690,JKHY,426281101,-1447.6,0,0,107.5
691,ARKR,40712101,-114.8,0.2,0.2,3.9
692,APC,32511107,16775,0.4,0.4,715.6
693,NE,G65431101,1941.1,0.3,0.4,587.1
694,ACUR,00509L802,-65.4,-3,1,-16.9
695,CAW,124867102,13.3,0,0,1
696,TUES,899035505,354.7,0.3,0.1,18.7
697,RMCF,77467X101,31.1,0.1,0.1,3.3
698,ALTX,21454103,5.9,0,0,0
699,DGSE,23323G106,11.3,0.4,0.4,-0.7
700,BIG,89302103,-2111.1,0.1,0.1,87.1
701,MS,617446448,235726.7,0.2,3.1,3759.5
702,MSFT,594918104,37153.3,0.1,0,14592.9
703,ORCL,68389X105,167465.1,0.2,0.1,6050.6
704,TECD,878237106,8420.8,0.1,0.2,119.7
705,RGEN,759916109,914.2,0,0,3.6
706,CFWFF,129584108,1375.1,0.4,0.8,27.6
707,CY,232806109,842.8,0.3,0.2,-49.1
708,SIGM,826565103,400.5,0,0,-12.9
709,AMAG,00163U106,9.5,0.1,0.1,-17.1
710,XOMA,98419J206,6.8,25.8,0.3,-43.1
711,ASTE,46224101,-7.8,0.1,0.1,26.4
712,WERN,950755108,927.5,0,0,81.9
713,DLHC,23335Q100,162.6,0,0,-3.1
714,VGZ,927926303,94.3,0.1,0.1,-10.5
715,REFR,760911107,-71.9,0,0,-4.5
716,AMWD,30506109,975,0.1,0.1,17.4
717,HOG,412822108,3212.8,0.7,0.3,640.8
718,SKYW,830879102,3782.5,0.6,1.4,77.2
719,TOL,889478103,-2106.3,0.6,0.6,237.6
720,FRED,356108100,458.9,0,0,19.4
721,TWMC,89336Q100,-584.8,0,0.1,-6.5
722,VIVO,589584101,433.4,0.2,0.1,20.9
723,IT,366651107,1029.7,0.4,0.2,81.6
724,WTS,942749102,2284.9,0.3,0.3,38.9
725,PDEX,74265M205,9.6,0.1,0.1,0.1
726,NVR,62944T105,560.7,0.2,0.1,314.3
727,INT,981475106,5664.7,0.1,0.1,101.3
728,CLFD,18482P103,-125.9,0,0,0.9
729,ATUS,02156K103,3740.8,-36.1,1.6,152
730,RADA,M81863124,10.9,0.2,0.2,-1.7
731,ADBE,00724F101,-739,0.1,0,507.5
732,HHS,416196202,-341.2,0.2,0.2,46.7
733,DJCO,233912104,120.4,0.1,0.1,3.1
734,HSTC,4.04E+107,-2.5,-0.1,0,-0.5
735,CYAN,232437301,-8.9,0.2,0.2,-0.4
736,VHI,918905100,179.9,0.5,0.5,51.9
737,EHC,29261A100,-1540.7,20,1.2,84.7
738,UNDT,913459301,-14.6,0.5,1.6,-2.8
739,PTSI,693149106,124.1,0.3,0.5,6.3
740,MHO,55305B101,1008,0.5,0.9,15.7
741,MRTN,573075108,-347.5,0.2,0.3,19.7
742,HEMA,423498104,13.9,0.1,0.2,-0.1
743,KBH,48666K109,1671.2,1.1,1.4,102.7
744,LVNVF,52749A104,86.1,0,0,-8.5
745,CVM,150837607,60.3,0,0,-13.1
746,ABEO,00289Y107,285.5,-1.4,0.3,-10.4
747,ITUS,45069V203,-7.8,-2.3,0,-6
748,BVX,10211F100,108.2,0.1,0,-1.1
749,IBAL,459041109,33,0,0,0.5
750,UNM,91529Y106,-284.7,0.1,0.4,586.7
751,VRTC,923437305,3.9,-0.5,0.1,-0.6
752,CCE,G25839104,327.8,0.8,0.9,129.8
753,STKL,8676EP108,-25,0.2,0.3,3.3
754,PPC,72147K108,-2088,0.5,1.2,68.2
755,GTII,37955R107,-4.8,-0.2,0.9,-7.5
756,JJSF,466032109,865.5,0,0,37.7
757,HTLD,422347104,54,0,0,63.7
758,CERN,156782104,-1434.8,0.1,0,208
759,LMEFF,519322101,0.4,0,0,-0.7
760,ZQKSQ,74838C106,635.2,0.6,7.3,-62
761,ICAD,44934S206,75.9,0.1,0,-8
762,SCIE,8.48E+305,-29.7,0,0,-3.2
763,FOXA,90130A101,-2927.6,0.4,0.3,2069.1
764,OSUR,68554V108,468.8,0.1,0,-3.8
765,FRPH,30292L107,-81.1,0.4,0.4,8.4
766,RGRX,75886X108,12.2,0.1,0,-4.3
767,PLXS,729132100,1115.6,0.2,0.1,47.8
768,IOR,452926108,-4.3,0.7,2,4
769,CDZI,127537207,50.3,1.7,0.9,-18.5
770,IMKTA,457030104,-319.1,1.2,1.8,34.6
771,SEMUF,G81226105,3110.7,0.3,0.8,116.7
772,RDNT,750491102,-23.5,4.4,5.4,1.3
773,JACK,466367109,-5.7,0.5,0.3,89.7
774,EEI,278878103,18.3,0,0,1.8
775,SOTK,835483108,12.3,0.6,0.1,0.2
776,CYTR,232828608,423.4,0,0,-18.5
777,PLAB,719405102,449.4,0.4,0.9,-1.6
778,ICCC,452525306,48.6,0.1,0,0.4
779,REPR,759910102,23.9,0.5,0.1,0.3
780,MAMP,58404M101,0.6,-1,0.2,-1.5
781,RCPIQ,772081204,-179.4,-0.1,0.3,-19.5
782,CFNB,130222102,1007.4,0.1,0.3,10.7
783,SAFM,800013104,856.4,0.2,0.2,64.4
784,VOXX,91829F104,99.4,0.1,0.3,5.5
785,GNCMA,369385109,234.9,1.4,1.5,6.6
786,DXLG,25065K104,25.5,0.2,0.2,-7.5
787,ASM,53906103,210.1,0.2,0.2,-1.1
788,CCC,129603106,1101.3,0.2,0.1,19.7
789,CDNS,127387108,-489.7,0.2,0.1,1.2
790,EBIX,278715206,324.4,0.1,0.1,30.3
791,SNGX,834223307,5.3,0,0,-6.4
792,CCL,143658300,-4491.9,0.3,0.3,1642.4
793,CMCL,G1757E113,88.3,0,0,-1.4
794,BPL,118230101,2705.6,0.9,0.5,143.1
795,NNUTU,78028T100,-30,0.1,0.2,-1.1
796,MIDD,596278101,202.5,0.5,0.3,70.9
797,CPSH,12619F104,15.2,0.1,0,0.4
798,CELG,151020104,20672.1,0.3,0,516.1
799,CRMT,03062T105,-207.2,0.4,0.7,17.2
800,ABMD,3654100,-296.7,0,0,-3
801,CNMD,207410101,1747.7,0.4,0.4,27
802,TIF,886547108,1586.9,0.2,0.1,295.3
803,XRAY,24906P109,-429.2,0.4,0.2,224.8
804,IEP,451100101,10288.7,0.4,1,156.9
805,FUN,150185106,-287.2,2.3,0.9,70.2
806,CBS,124857202,-13719.4,0.3,0.3,-1383.3
807,PMD,744375205,4.2,0,0,2.7
808,MHGU,59000K309,168,1.2,1.4,0.6
809,NAII,638842302,64.2,0.1,0.1,0.9
810,LABL,625383104,-39.4,0.7,0.5,18
811,HRTX,427746102,825,0,0,-21.2
812,KOOL,157131202,46.2,0,0,-7.3
813,AFAM,20409108,937.4,0.3,0.2,11.3
814,FICO,303250104,-397.6,0.6,0.3,80.8
815,CBM,132011107,231.2,0.4,0.4,21.4
816,JOUT,479167108,327.6,0.2,0.4,2.7
817,GBCS,37953J107,-14.6,1.5,4.5,-0.4
818,FGP,315293100,44.2,3.1,0.9,33.3
819,VGR,92240M108,2810.7,1,0.4,44
820,TVAGF,872948203,-799.4,0.2,0.3,13.4
821,MEOH,59151K108,43.4,0.4,0.4,181.5
822,HUSKF,448055103,-3900,0.2,0.2,1384.2
823,TORSF,891474207,763.7,0.3,0.4,36.7
824,TGA,893662106,749.4,0.1,0.1,17.1
825,CLH,184496107,2722.5,0.4,0.6,42.4
826,CFPZF,137576104,-354.8,0.2,0.4,62.7
827,CCDBF,124900309,5591.4,0.4,0.6,95.8
828,CADNF,146900105,-1156.2,0.7,2.1,22.1
829,AIN,12348108,3502.3,0.4,0.5,27.7
830,CYBE,232517102,-55.5,0,0,-0.4
831,MITK,606710200,5.8,0.1,0,-1.3
832,MNI,579489303,423.2,0.8,4.8,-119.6
833,GANS,363127309,-110.9,0.1,0.8,-2.4
834,FAST,311900104,-1300.5,0,0,250.4
835,TATT,M8740S227,57.3,0.1,0.1,4.2
836,OMAG,681659207,5.4,0.3,0,-2.1
837,MXIM,57772K101,8969.1,0.1,0,322.7
838,APH,32095101,10519.6,0.8,0.2,361
839,CNMGF,13710C107,503.8,0.4,0.8,19.5
840,AKRX,9728106,554.4,0.6,0.3,14.1
841,IPAR,458334109,792.1,0,0,27.9
842,PII,731068102,3414.8,0.2,0.1,190.5
843,EMLAF,291843407,-4571.2,0.3,0.5,143.6
844,SNCAF,78460T105,789.6,0.5,0.4,287.9
845,SJR,82028K200,-3758.7,0.6,0.5,382.1
846,PXD,723787107,22765.7,0.5,0.5,266.2
847,USM,911684108,4975.8,0.2,0.3,136.1
848,MAN,56418H100,-901.9,0.2,0.2,216.6
849,TMBCF,87974D100,-1134.4,0.7,4.5,-65.6
850,FTS,349553107,31702.4,0.9,1.1,249.4
851,TAC,89346D107,-670.6,0.6,1,139.9
852,BID,835898107,2193.8,0.3,0.3,57.2
853,MGM,552953101,-17759.1,1.2,1.5,60.2
854,QTXB,74765N109,-8.9,0.1,0,-1.9
855,WM,94106L109,12775,0.7,0.5,828.2
856,SSP,811054402,1016.8,0.2,0.2,66.4
857,IIVI,902104108,1452.7,0.1,0.1,35.3
858,MERC,588056101,565.5,1.9,4.5,9.7
859,CLHRF,218002202,0.2,0,0,-1
860,MGCD,552768103,-9.3,0.4,1.2,-0.4
861,PCFO,694714106,92.2,-12.4,196.2,0.5
862,FCX,35671D857,-16341.9,0.5,0.6,-68.7
863,AB,01881G106,288.1,0,0,175.4
864,JNP,48203L107,36.8,0,0.2,-8.6
865,CDMO,05368M106,480,0,0,-25.1
866,ODP,676220106,3195.6,0.2,0.4,-7.6
867,NEN,644206104,-66.3,-2.1,1.3,4.2
868,MTH,59001A102,1555.6,0.7,0.7,44.4
869,ARCH,39380407,2740.8,-9.6,17.2,-219
870,CMT,218683100,26.6,0.3,0.8,5.3
871,MGPI,55303J106,83,0.1,0.2,2.3
872,DDD,88554D205,900.8,0.2,0.1,-35.5
873,AUSI,51526200,-60.2,0.2,0.3,-13.2
874,NTP,G63907102,658.7,0,0,25.1
875,LNN,535555106,544.1,0.1,0,24.5
876,AFTM,00831X102,21.2,-0.1,0.1,-4.2
877,LH,50540R409,2031.3,0.5,0.2,419.7
878,CSBR,15870P307,40.3,0,0,-3.6
879,VASO,92233F102,34.5,0.1,0.1,-1.1
880,ADWPF,03444Q100,-45.5,0.2,0.3,10.7
881,PHXCF,719015109,15.4,0,0,-0.1
882,TMTNF,891102105,-126.2,0.2,0.1,104.8
883,TORM,890878309,-5.2,0.2,0.3,0
884,CXA.H,20934T204,63.5,0.3,0.9,16.2
885,GG,380956409,639.7,0,0.1,-44
886,IFSPF,45868C109,2281.2,0.2,0.4,5.8
887,PKIUF,70137T105,385.1,0.3,0.2,40.2
888,HERXF,42774L109,26.6,0.3,0.4,19.7
889,CNQ,136385101,2420,0.3,0.3,1837.7
890,MODVF,585467103,-68.2,0.5,0.8,51.4
891,CPE,13123X102,8350.3,-1.4,1.7,-23
892,SU,867224107,23462.5,0.3,0.2,1832.1
893,SVCTF,81731L109,279.5,0.1,0.2,29.7
894,LWAY,531914109,-3,0.1,0,2.8
895,WFICF,931902100,318.7,1.4,1,16.6
896,BCKMF,75653204,1.1,0,0,1.6
897,VODG,928501303,0.1,0.4,0,-0.3
898,WWR,961684107,91.7,0.1,0.1,-10.1
899,VLO,91913Y100,9674.1,0.3,0.5,1839.4
900,IEX,45167R104,2921.1,0.3,0.2,135.1
901,HNR,41754V202,173.2,0.4,0.7,-4.4
902,BNSO,98529308,-48.7,0,0,-0.6
903,EMMS,291525400,-6884.7,1.7,5.8,-29.3
904,MLI,624756102,1272.8,0.2,0.2,88.9
905,NCC.A,651900102,-308.5,0.3,0.3,11.4
906,TECH,09073M104,63.9,0,0,80.3
907,BRO,115236101,1828.2,0.2,0.1,151.2
908,EMIS,291345106,-1266.8,-1.3,0.8,-30.6
909,TG,894650100,64.5,0.2,0.2,20.3
910,CM,136069101,-112231.2,0,0.5,2046.5
911,BNS,64149107,-116800,0,0.1,4061.5
912,NTIOF,633067103,-1118.8,0,0.4,940.8
913,NVLN,67001K202,-92.9,0.1,0.1,-8
914,HGBL,4.27E+107,-50.2,0.5,1.8,-11.5
915,SYMC,871503108,73232.8,0.2,0.1,187.5
916,CGNX,192422103,74.6,0,0,50.7
917,CRUS,172755100,-539.6,0,0,37.6
918,LRCDF,51925D106,7322.3,0.1,1.3,97.5
919,NEOG,640491106,492.6,0,0,15.9
920,JCOUF,47215Q104,-434.3,0.2,0.1,93.1
921,LEA,521865204,4665,0.3,1.4,219
922,EOG,26875P101,5077.7,0.2,0.1,686.3
923,RSPI,761227206,-2,0,0,-5.8
924,ZIXI,98974P100,-245.3,0.1,0,-12.2
925,NTR,67077M108,-1363.1,0.3,0.2,1179
926,LSCC,518415104,-1756.9,0.2,0.1,-35.9
927,AAME,48209100,-110.7,0.1,1,2.8
928,DGII,253798102,258.2,0,0,2.9
929,EA,285512109,10278.2,0,0,94.9
930,NSEC,637546102,34.4,0.1,0.5,2.3
931,IMGN,45253H101,2282.3,0.1,0,-34.7
932,SNFCA,814785309,421,0,0.3,4.8
933,BLFS,09062W204,0.6,-0.5,0.6,-2.1
934,KND,494580103,268.6,0.3,0.9,23.4
935,ARTNA,43113208,-76.3,0.5,0.7,6.4
936,BURCA,122295108,23,0.2,0.4,6.1
937,DDAIF,D1668R123,6917.1,0.7,1.6,4722.9
938,IKNX,45172K102,50.3,0,0,0.6
939,CLRO,18506U104,81.2,0,0,3.6
940,GFELF,38216R100,267.6,0,0,8.5
941,HDNG,412324303,105.9,0.1,0.3,-1
942,PTC,69370C100,85.3,0.1,0.1,35.4
943,HNRG,40609P105,-17.3,0.3,0.3,10.8
944,NTIC,665809109,4.8,0,0,1.9
945,PLPC,740444104,171.1,0.1,0.1,14.7
946,DENN,24869P104,832.7,-3.3,7.3,11.1
947,GIII,36237H101,3095.3,0,0,34
948,PPIH,714167103,17.7,0.4,1.2,0.3
949,PHX,698477106,-139.2,0.2,0.1,8.9
950,XDSL,62472C102,-165.3,0,0.1,-11.5
951,UNIEF,90457D100,959.4,0.2,0.3,30.6
952,POPE,732857107,221.8,0.4,0.3,6.7
953,AMZKF,05328X101,239.5,0.1,0.3,4.6
954,AEGXF,00762V109,1413.8,0.3,0.6,27
955,AVPFF,05354K304,200.7,0.3,0.9,-3.2
956,ARET,40098303,2,0.2,0.2,-0.9
957,SMG,810186106,1.2,0.6,0.4,114.4
958,ICON,451055107,-765.5,0.6,0.8,40.9
959,CASC,14740B606,-21.1,0,0,-24.8
960,BMPAF,10511J109,-71.4,0.2,0.4,4
961,BIBLF,10788P101,-24.3,0.2,0.2,0.3
962,CWLPF,12913L203,24.4,0,0,0.4
963,CETEF,14916J102,-66.3,0.2,0.3,11.1
964,LCUAF,521129205,-71.6,0.2,0.9,6.3
965,CGECF,19238T100,-3670.9,0.8,2.6,28
966,BNEFF,98546104,-293.9,0.2,0.1,29.5
967,IBXNF,448937508,12.6,0,0.1,-0.7
968,COT,22163N106,6149.4,0.6,0.8,22.3
969,CXSNF,86326Q108,-100.5,1.1,1.9,-2.6
970,EXCOF,30150P109,114.1,0,0,11.9
971,HMM.,40851T102,-14.8,0.1,0.5,1.5
972,FTGFF,318093101,134,0.3,0.6,0
973,GSS,38119T104,575.7,0.2,0.5,-32.6
974,IPMLF,452892102,70.2,0,1.5,9.9
975,IVXLF,461208209,-51.2,0.9,4.7,-1.1
976,ABSSF,00927V200,6.6,0.3,0.4,6.2
977,COG,127097103,2848.2,0.4,0.2,113.9
978,LIMAF,53278L107,6691.5,0.2,0.3,122.8
979,LTKBF,541411401,315.9,0.1,0.2,13.7
980,NG,6.70E+210,308.1,0.1,0.2,-49.4
981,MTLRF,591307103,0.8,0,0,0.4
982,ORVMF,68759M101,223.6,0.2,0.2,3.4
983,NWLTF,65020P103,297.7,0.4,0.5,8.1
984,DNR,247916208,-447.3,0.5,0.7,-40.6
985,PAAS,697900108,504.3,0,0,-33.7
986,PRMRF,699320206,-8168.1,0.5,0.4,-66.8
987,PGH,70706P104,-1347.1,0.3,0.5,23
988,OBE,674482104,-7278.4,0.3,0.6,-21.9
989,PFBOF,69331T101,31.9,0.1,0.2,3.3
990,PDS,74022D308,-1216,0.3,0.4,252.3
991,CVTGF,17965L100,368.3,0,0.1,25.1
992,CSCO,17275R102,-1825,0.1,0.1,5842.6
993,WIPKF,97535P104,942.5,0.1,0.1,51.3
994,YRBAF,986191302,33.9,0,0,-0.9
995,LSDAF,517907101,-670.9,0.3,0.3,25.8
996,HOLX,436440101,-1200.1,0.4,0.3,-214.9
997,ICE.,137639209,64.2,1,4.5,0.2
998,ADMT,1004100,7.2,0.7,0.1,-2.1
999,AXDX,00430H102,714.6,0,0,-7
1000,FCSC,315721308,293.2,31.6,7.6,-17.3
1001,ABMC,24600108,-7.7,0.3,0.3,-0.4
1002,GQMNF,38115J100,122.1,0.7,0.1,-6
1003,NTN,629410606,-16.6,0.2,0.1,-3.8
1004,TTI,88162F105,71.4,0.4,0.5,-1.8
1005,VICR,925815102,254.3,0,0,-1.4
1006,NNUP,655212207,-5.6,0.1,0,-0.2
1007,GVA,387328107,631.1,0.2,0.2,52
1008,RDGA,765816103,-2.5,0,0,0
1009,LSTR,515098101,132.7,0.2,0.1,96.7
1010,AMNF,42166801,-1.3,0,0,1.6
1011,AAON,360206,-127,0,0,22.6
1012,ELST,285848107,-6.8,0,0,0.1
1013,IAIC,456696103,11.2,0,0,0.1
1014,GERS,39571U605,-21.5,0.3,23.5,-7.8
1015,NVEC,629445206,-80.8,0,0,7
1016,MMSI,589889104,799.5,0.2,0.1,16.2
1017,SRMC,826400103,24,0,0,0.5
1018,GIB,39945C109,-2378.9,0.2,0.2,317.6
1019,MTRAF,59162N109,-1761.3,0.2,0.2,312
1020,MAZ.H,578901100,-280.5,0.1,0.5,-2
1021,DIIBF,25822C205,-613.5,0.3,0.5,73.2
1022,MCF,21075N204,506.8,0.2,0.2,9
1023,FA.,35063X107,-5,0,0,-0.7
1024,MICR,59511X105,7.3,0.1,0.1,0
1025,TBI,89785X101,-387.1,0.1,0.1,35
1026,XLNX,983919101,-1675.2,0.2,0.1,372.8
1027,UTGN,90342M109,-70.5,0,0.2,2.2
1028,LRAD,50213V109,47.4,0.3,0,-2.4
1029,PARR,69888T207,2320.3,0.5,0.6,-84.9
1030,GTIM,382140879,45.6,0.3,0.3,-0.7
1031,AAU,20283305,104.9,0,0,-3.1
1032,LCI,516012101,6559.3,0.3,0.1,14.8
1033,WELX,97424Q106,-3.7,0.1,0.3,-0.3
